Route Name,Ascent Label,Ascent ID,Ascent Link,Ascent Type,Route Grade,Ascent Grade,Route Gear Style,Ascent Gear Style,Route Height,Ascent Height,# Ascents,Route Stars,Route ID,Route Link,Country,Country Link,Crag Name,Crag Link,Crag Path,With,Comment,Quality,Ascent Date,Log Date,Shot
Sirof,,12092972331,http://www.thecrag.com/ascent/12092972331,Hang dog,6b+,,Sport,Sport,15m,,2,*,337960635,http://www.thecrag.com/route/337960635,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Dreta,Janey L,"Pretty intense 6b+, not gonna lie, I could complete the route but definitely you need to read it properly to send it.",Very Good,2025-08-17T00:00:00Z,2025-08-17T09:56:22Z,
Edu free,,12092939670,http://www.thecrag.com/ascent/12092939670,Onsight,6a+,,Sport,Sport,15m,,1,*,337960437,http://www.thecrag.com/route/337960437,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Dreta,Janey L,"Used for warm-up, and pretty easy let me say. It's true that I used the big rock from the bottom, so made it easier.",Very Good,2025-08-17T00:00:00Z,2025-08-17T09:52:45Z,
Fina,,12050862819,http://www.thecrag.com/ascent/12050862819,Onsight,6c,,Sport,Sport,28m,,1,**,2814445521,http://www.thecrag.com/route/2814445521,Spain,http://www.thecrag.com/area/11747395,Collegats,http://www.thecrag.com/area/103052160,Collegats - L'Argenteria,"David Aleu Moseguí,  Elena Ruiz,  Genís,  Janey L,  Marc Klingenberg,  Ribeiro di Janiero","Very cool route, top tier, the best one from the whole weekend. Very tiny foot holds with great technique. I really enjoyed it!",Classic,2025-08-10T00:00:00Z,2025-08-10T19:10:32Z,
Les Eglésies,Les Eglésies P1,12050860332,http://www.thecrag.com/ascent/12050860332,Onsight,7c,6a,Sport,Sport,35m,,1,**,5405446908,http://www.thecrag.com/route/5405446908,Spain,http://www.thecrag.com/area/11747395,Collegats,http://www.thecrag.com/area/103052160,Collegats - L'Argenteria,"David Aleu Moseguí,  Elena Ruiz,  Genís,  Janey L,  Marc Klingenberg,  Ribeiro di Janiero","Done just the first pitch, the 6a. It's a super easy route, very enjoyable, more a 5/5+.
1:[6a]",Very Good,2025-08-10T00:00:00Z,2025-08-10T19:09:11Z,
7e Cel,,12044625936,http://www.thecrag.com/ascent/12044625936,Onsight,6a,,Sport,Sport,32m,,1,**,2065986516,http://www.thecrag.com/route/2065986516,Spain,http://www.thecrag.com/area/11747395,Collegats,http://www.thecrag.com/area/103052160,Collegats - L'Argenteria,"Genís,  Elena Ruiz,  Marc Klingenberg,  Ribeiro di Janiero,  David Aleu Moseguí,  Janey L","Top tier route! Even though the first bolt is extremely far away, the rest of the route is such beautiful. Very intuitive, and enjoyable!",Classic,2025-08-09T00:00:00Z,2025-08-09T19:10:36Z,
Mac de Sang,,12044616795,http://www.thecrag.com/ascent/12044616795,Onsight,5c,,Sport,Sport,22m,,1,**,2786141511,http://www.thecrag.com/route/2786141511,Spain,http://www.thecrag.com/area/11747395,Collegats,http://www.thecrag.com/area/103052160,Collegats - L'Argenteria,"Genís,  Elena Ruiz,  Marc Klingenberg,  Ribeiro di Janiero,  David Aleu Moseguí,  Janey L","Pretty cool route, very enjoyable! Slippery footholds specially at the beginning though.",Very Good,2025-08-09T00:00:00Z,2025-08-09T19:08:56Z,
Patxanka,,12044609634,http://www.thecrag.com/ascent/12044609634,Hang dog,7a+,,Sport,Sport,22m,,1,*,2786141289,http://www.thecrag.com/route/2786141289,Spain,http://www.thecrag.com/area/11747395,Collegats,http://www.thecrag.com/area/103052160,Collegats - L'Argenteria,"Genís,  Elena Ruiz,  Marc Klingenberg,  Ribeiro di Janiero,  David Aleu Moseguí,  Janey L","Probably the conditions weren't the best, since it was fully sun and it was around 35°C. I also thought that was a 7a, so harder than expected.",Average,2025-08-09T00:00:00Z,2025-08-09T19:07:46Z,
L’Agobio del Marc,,12044598315,http://www.thecrag.com/ascent/12044598315,Onsight,6a,,Sport,Sport,15m,,1,,2786141616,http://www.thecrag.com/route/2786141616,Spain,http://www.thecrag.com/area/11747395,Collegats,http://www.thecrag.com/area/103052160,Collegats - L'Argenteria,"Genís,  Elena Ruiz,  Marc Klingenberg,  Ribeiro di Janiero,  David Aleu Moseguí,  Janey L","Cool route, but pretty slippery. Not sure if I enjoyed the route that much. Not so recommended.",Average,2025-08-09T00:00:00Z,2025-08-09T19:04:38Z,
Tendonitis aguda,,12013474098,http://www.thecrag.com/ascent/12013474098,Red point,7a,,Sport,Sport,15m,,5,**,337972389,http://www.thecrag.com/route/337972389,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Central,"Genís,  Marc Klingenberg,  Ribeiro di Janiero","After a last attempt for the day, I could finally send it after the whole day working on the route. Perfectly optimized the start and great flow.",Very Good,2025-08-03T00:00:00Z,2025-08-03T16:37:51Z,
Tendonitis aguda,,12013230444,http://www.thecrag.com/ascent/12013230444,Hang dog,7a,,Sport,Sport,15m,,5,**,337972389,http://www.thecrag.com/route/337972389,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Central,"Genís,  Marc Klingenberg,  Ribeiro di Janiero","Much better management in the first part, but fell in the middle of the crux due to lack of skin.",Very Good,2025-08-03T00:00:00Z,2025-08-03T15:52:25Z,
Tendonitis aguda,,12013034409,http://www.thecrag.com/ascent/12013034409,Hang dog,7a,,Sport,Sport,15m,,5,**,337972389,http://www.thecrag.com/route/337972389,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Central,"Genís,  Marc Klingenberg,  Ribeiro di Janiero","First attempt of the day after a proper session the other day. Great attempt, close for the send.",Very Good,2025-08-03T00:00:00Z,2025-08-03T14:35:25Z,
Flay mail,,12012876672,http://www.thecrag.com/ascent/12012876672,Red point,6c,,Sport,Sport,15m,,4,**,337971327,http://www.thecrag.com/route/337971327,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Central,"Genís,  Marc Klingenberg,  Ribeiro di Janiero","In the 2nd attempt of the day and the 4th in total, I could send it after a proper optimization of the first part.",Very Good,2025-08-03T00:00:00Z,2025-08-03T13:42:59Z,
Flay mail,,12012460491,http://www.thecrag.com/ascent/12012460491,Hang dog,6c,,Sport,Sport,15m,,4,**,337971327,http://www.thecrag.com/route/337971327,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Central,"Genís,  Marc Klingenberg,  Ribeiro di Janiero","After 2 attempts the first day, I tried again for the first time in the day. I was not so optimal in the first bolts so I was pretty tired in the crux, and I fell.",Very Good,2025-08-03T00:00:00Z,2025-08-03T11:59:17Z,
Xays Gays,,12011743050,http://www.thecrag.com/ascent/12011743050,Onsight,6c,,Sport,Sport,10m,,1,*,337960167,http://www.thecrag.com/route/337960167,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Dreta,"Genís,  Marc Klingenberg,  Ribeiro di Janiero","Fun, quick and short route with a decent intense movement between the first and second bolt.",Very Good,2025-08-03T00:00:00Z,2025-08-03T10:51:05Z,
Yang,,12011637966,http://www.thecrag.com/ascent/12011637966,Red point,6b,,Sport,Sport,15m,,2,*,337960338,http://www.thecrag.com/route/337960338,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Dreta,"Genís,  Marc Klingenberg,  Ribeiro di Janiero","After trying it the other day, I tried again today with a clearer idea and already warm-up, and it was all fine!",Good,2025-08-03T00:00:00Z,2025-08-03T10:11:26Z,
Curset,,12011546448,http://www.thecrag.com/ascent/12011546448,Onsight,5,,Sport,Sport,10m,,1,*,337960023,http://www.thecrag.com/route/337960023,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Dreta,"Genís,  Marc Klingenberg,  Ribeiro di Janiero",Easy route to start route with really good hands. Extremely short route with 2 bolts and the anchor.,Very Good,2025-08-03T00:00:00Z,2025-08-03T09:35:15Z,
Nogensmenys,,11994737580,http://www.thecrag.com/ascent/11994737580,Hang dog,6c+,,Sport,Sport,25m,,2,**,10517515350,http://www.thecrag.com/route/10517515350,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,"Andreu Farré,  Ribeiro di Janiero","Great second attempt where I fall in the difficult part, just when you need to change the wall from one to the other one. The rest I did it super great!",Very Good,2025-07-31T00:00:00Z,2025-07-31T20:24:12Z,
Nogensmenys,,11994301173,http://www.thecrag.com/ascent/11994301173,Hang dog,6c+,,Sport,Sport,25m,,2,**,10517515350,http://www.thecrag.com/route/10517515350,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,"Andreu Farré,  Ribeiro di Janiero","Great route. Two different types of climbing in the same route. Not single difficult movements, but all together it's a 6c+",Very Good,2025-07-31T00:00:00Z,2025-07-31T17:35:17Z,
Alegre.,,11993693391,http://www.thecrag.com/ascent/11993693391,Hang dog,6b,,Sport,Sport,15m,,1,*,8023950381,http://www.thecrag.com/route/8023950381,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,"Andreu Farré,  Ribeiro di Janiero","First climb of the day, and after several weeks without climbing. Typical Montserrat where you have to trust a lot, which I wasn't.",Very Good,2025-07-31T00:00:00Z,2025-07-31T16:03:13Z,
Var Baresa,,11930412876,http://www.thecrag.com/ascent/11930412876,Attempt,6b,,Deep water solo,Deep water solo,,,4,**,713465823,http://www.thecrag.com/route/713465823,Spain,http://www.thecrag.com/area/11747395,Costa Brava,http://www.thecrag.com/area/713433348,Costa Brava - Cova de sa Gatera,"Marc Klingenberg,  Ribeiro di Janiero,  Andreu Farré,  Genís","Last attempt, after a proper rest, but didn't know how to handle the movements to get to the bavaresa.",Very Good,2025-07-20T00:00:00Z,2025-07-20T21:03:14Z,
Var Baresa,,11930409915,http://www.thecrag.com/ascent/11930409915,Attempt,6b,,Deep water solo,Deep water solo,,,4,**,713465823,http://www.thecrag.com/route/713465823,Spain,http://www.thecrag.com/area/11747395,Costa Brava,http://www.thecrag.com/area/713433348,Costa Brava - Cova de sa Gatera,"Marc Klingenberg,  Ribeiro di Janiero,  Andreu Farré,  Genís","Third and best attempt where I almost get a good hand next to the bavaresa, but fell from there.",Very Good,2025-07-20T00:00:00Z,2025-07-20T21:02:07Z,
Var Baresa,,11930408988,http://www.thecrag.com/ascent/11930408988,Attempt,6b,,Deep water solo,Deep water solo,,,4,**,713465823,http://www.thecrag.com/route/713465823,Spain,http://www.thecrag.com/area/11747395,Costa Brava,http://www.thecrag.com/area/713433348,Costa Brava - Cova de sa Gatera,"Marc Klingenberg,  Ribeiro di Janiero,  Andreu Farré,  Genís","Second attempt, after feeling more confident with better handling of the first movements but didn't know how to get to the bavaresa.",Very Good,2025-07-20T00:00:00Z,2025-07-20T21:01:27Z,
Var Baresa,,11930397684,http://www.thecrag.com/ascent/11930397684,Attempt,6b,,Deep water solo,Deep water solo,,,4,**,713465823,http://www.thecrag.com/route/713465823,Spain,http://www.thecrag.com/area/11747395,Costa Brava,http://www.thecrag.com/area/713433348,Costa Brava - Cova de sa Gatera,"Marc Klingenberg,  Ribeiro di Janiero,  Andreu Farré,  Genís","First ever attempt at a DWS route and, obviously, I got pretty scared and I had to jump after the first movements.",Very Good,2025-07-20T00:00:00Z,2025-07-20T20:57:18Z,
Súbete a mi piel,Súbete a mi piel P1,11889344742,http://www.thecrag.com/ascent/11889344742,Hang dog,7c+,7a,Sport,Sport,,,2,**,1858093377,http://www.thecrag.com/route/1858093377,Spain,http://www.thecrag.com/area/11747395,Sant Llorenc de Munt,http://www.thecrag.com/area/103094838,Sant Llorenc de Munt - La Mola - Font Soleia - Paret Gran,Janey L,"With the first pitch set up, I've tried a proper second attempt, knowing all the movements and happy about the result. However, I was pretty pumped after the whole day and couldn't send it.
1:[7a]",Very Good,2025-07-13T00:00:00Z,2025-07-13T19:59:26Z,
Súbete a mi piel,Súbete a mi piel P1,11889339261,http://www.thecrag.com/ascent/11889339261,Hang dog,7c+,7a,Sport,Sport,,,2,**,1858093377,http://www.thecrag.com/route/1858093377,Spain,http://www.thecrag.com/area/11747395,Sant Llorenc de Munt,http://www.thecrag.com/area/103094838,Sant Llorenc de Munt - La Mola - Font Soleia - Paret Gran,Janey L,"I was looking for a 7a in La Paret Gran and I ended up trying the first pitch of this great route. Super cool, recommended!
1:[7a]",Very Good,2025-07-13T00:00:00Z,2025-07-13T19:57:09Z,
Le dió y rebotó,,11889319815,http://www.thecrag.com/ascent/11889319815,Red point,6b+,,Sport,Sport,13m,,2,**,1858065177,http://www.thecrag.com/route/1858065177,Spain,http://www.thecrag.com/area/11747395,Sant Llorenc de Munt,http://www.thecrag.com/area/103094838,Sant Llorenc de Munt - La Mola - Font Soleia - Paret Gran,Janey L,"Red-pointed in the second attempt, after having a super clear idea of how the route should be climbed and enjoyed it a lot!",Very Good,2025-07-13T00:00:00Z,2025-07-13T19:55:01Z,
Le dió y rebotó,,11889316728,http://www.thecrag.com/ascent/11889316728,Hang dog,6b+,,Sport,Sport,13m,,2,**,1858065177,http://www.thecrag.com/route/1858065177,Spain,http://www.thecrag.com/area/11747395,Sant Llorenc de Munt,http://www.thecrag.com/area/103094838,Sant Llorenc de Munt - La Mola - Font Soleia - Paret Gran,Janey L,"Not a very efficient attempt, where I ended up super pumpy and fell just on the anchor sadly.",Very Good,2025-07-13T00:00:00Z,2025-07-13T19:54:14Z,
Camuflaje,,11889298995,http://www.thecrag.com/ascent/11889298995,Onsight,6a+,,Sport,Sport,15m,,1,**,7892958309,http://www.thecrag.com/route/7892958309,Spain,http://www.thecrag.com/area/11747395,Sant Llorenc de Munt,http://www.thecrag.com/area/103094838,Sant Llorenc de Munt - La Mola - Font Soleia - Els Diedres,Janey L,"Great route, with a fun start with the help of the tree. Decent easy-to-read route.",Very Good,2025-07-13T00:00:00Z,2025-07-13T19:52:25Z,
Make me happy,,11889292872,http://www.thecrag.com/ascent/11889292872,Hang dog,5+,,Sport,Sport,12m,,1,**,7892958606,http://www.thecrag.com/route/7892958606,Spain,http://www.thecrag.com/area/11747395,Sant Llorenc de Munt,http://www.thecrag.com/area/103094838,Sant Llorenc de Munt - La Mola - Font Soleia - Els Diedres,Janey L,"What a strange start, with no clear idea of what was needed. It's true that was the first one of the day, but no recommended route.",Average,2025-07-13T00:00:00Z,2025-07-13T19:51:32Z,
La niña politóxica,,11792110566,http://www.thecrag.com/ascent/11792110566,Hang dog,6c+,,Sport,Sport,20m,,1,**,5312579676,http://www.thecrag.com/route/5312579676,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Quim Picó Mora,  Andreu Farré,  Genís,  Xavier Piqueras","What a route. Not trivial to read, at least to me, and pretty pumpy. A decent 6c+. Cool route, will try again at some point.",Good,2025-06-26T00:00:00Z,2025-06-26T19:40:01Z,
Pret-a-Escaler,,11792055642,http://www.thecrag.com/ascent/11792055642,Onsight,6c,,Sport,Sport,40m,,1,**,6119324886,http://www.thecrag.com/route/6119324886,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Mirador,"Quim Picó Mora,  Andreu Farré,  Genís,  Xavier Piqueras","Done the first 2 pitches, and not completing the rest due to missing quickdraws, even though I had 16 with me. Super cool route, very recommended.
1:
2:",Classic,2025-06-26T00:00:00Z,2025-06-26T19:10:04Z,
Tendonitis aguda,,11719411164,http://www.thecrag.com/ascent/11719411164,Hang dog,7a,,Sport,Sport,15m,,5,**,337972389,http://www.thecrag.com/route/337972389,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Central,Ribeiro di Janiero,Much better second attempt where I almost send it. Just 1 movement and a half away from the last good hand and the route was over. Happy! Excited to try again another day.,Very Good,2025-06-15T00:00:00Z,2025-06-15T11:42:00Z,
Tendonitis aguda,,11719408599,http://www.thecrag.com/ascent/11719408599,Hang dog,7a,,Sport,Sport,15m,,5,**,337972389,http://www.thecrag.com/route/337972389,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Central,Ribeiro di Janiero,"Good first attempt until the 2nd bolt, where I could handle the left hand movement to the good hand. Start easy but with hands that are super painful to hold even though they are good.",Very Good,2025-06-15T00:00:00Z,2025-06-15T11:41:13Z,
Flay mail,,11718203370,http://www.thecrag.com/ascent/11718203370,Hang dog,6c,,Sport,Sport,15m,,4,**,337971327,http://www.thecrag.com/route/337971327,Spain,http://www.thecrag.com/area/11747395,Collsuspina,http://www.thecrag.com/area/103095006,Collsuspina - Creu de Castellar - Central,Ribeiro di Janiero,"Second attempt with the beta clear and I could handle the first crux but not the second because I made a mistake and went with the wrong hand. Cool route, but for another day.",Very Good,2025-06-15T00:00:00Z,2025-06-15T09:14:01Z,
